NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
Victoria,1,1,0,1981-04-07T20:00:00Z,-37.397,143.084,1000,1981-04-07T20:00:00Z,-37.397341,143.083979,1000,891,297.2,287.5,0,251.9,51.2,5.8,5.9,129.3,0,1,lat,-37.397341
Victoria,1,1,-1,1981-04-07T19:00:00Z,-37.265,142.947,1005.2,1981-04-07T20:00:00Z,-37.397341,143.083979,1000,891.4,297.2,287.6,0,252.1,50.9,5.8,5.8,118,0,1,lon,143.083979
Victoria,1,1,-2,1981-04-07T18:00:00Z,-37.127,142.823,1007.3,1981-04-07T20:00:00Z,-37.397341,143.083979,1000,892.1,297.2,287.6,0,250,50.7,5.8,5.8,107.3,0,1,height,1000
Victoria,1,1,-3,1981-04-07T17:00:00Z,-36.994,142.719,1006.6,1981-04-07T20:00:00Z,-37.397341,143.083979,1000,893.4,297.4,287.9,0,254.5,49.5,5.8,5.8,98.6,0,1,days_AEDT,1981-04-08
Victoria,1,1,-4,1981-04-07T16:00:00Z,-36.878,142.639,1003.3,1981-04-07T20:00:00Z,-37.397341,143.083979,1000,894.7,297.5,288.2,0,261.1,48.4,5.7,5.8,90.8,0,1,daily_hours_AEDT,6
Victoria,1,1,-5,1981-04-07T15:00:00Z,-36.78,142.582,997.7,1981-04-07T20:00:00Z,-37.397341,143.083979,1000,896,297.7,288.5,0,269.4,47.3,5.7,5.7,84.9,0,1,duration,12
Victoria,1,1,-6,1981-04-07T14:00:00Z,-36.7,142.546,989.9,1981-04-07T20:00:00Z,-37.397341,143.083979,1000,897.5,297.8,288.8,0,278.7,46.2,5.6,5.7,80.8,0,1,max_n_steps,3
Victoria,1,1,-7,1981-04-07T13:00:00Z,-36.641,142.532,979.8,1981-04-07T20:00:00Z,-37.397341,143.083979,1000,899,298,289,0,288.5,45.1,5.6,5.6,78.5,0,1,temp_thresh,12
Victoria,1,1,-8,1981-04-07T12:00:00Z,-36.602,142.538,967.6,1981-04-07T20:00:00Z,-37.397341,143.083979,1000,900.5,298.1,289.3,0,298.3,44.1,5.5,5.6,78.1,0,1,NA,NA
Victoria,1,1,-9,1981-04-07T11:00:00Z,-36.57,142.55,955.4,1981-04-07T20:00:00Z,-37.397341,143.083979,1000,901.9,298.3,289.6,0,453.6,44.2,5.7,5.7,78.6,0,1,NA,NA
